Location,Area (sqft),Bedrooms,Bathrooms,Parking Spaces,Age of Property (years),Floor,Total Floors,Furnishing,Property Type,Nearby Metro (Y/N),Price (Lakhs)
HSR Layout,2312,5,3,0,21,4,10,Fully-Furnished,Independent House,N,134.66
Koramangala,1878,1,1,1,23,3,3,Unfurnished,Apartment,N,166.45
Malleshwaram,1036,3,1,1,24,1,1,Fully-Furnished,Independent House,N,95.93
Whitefield,2292,2,4,1,22,1,4,Unfurnished,Apartment,Y,113.14
Hebbal,3051,3,3,3,15,1,1,Semi-Furnished,Apartment,N,133.77
Rajajinagar,994,4,3,3,8,2,4,Fully-Furnished,Independent House,Y,52.94
Basavanagudi,3065,4,3,3,7,2,6,Semi-Furnished,Independent House,N,129.79
Basavanagudi,3626,5,2,2,21,1,3,Fully-Furnished,Independent House,Y,258.58
Yelahanka,2819,3,2,2,9,1,3,Fully-Furnished,Apartment,Y,130.06
Marathahalli,2274,4,1,1,5,1,7,Semi-Furnished,Independent House,Y,92.76
Hebbal,1562,2,4,0,26,5,10,Unfurnished,Apartment,N,97.32
Electronic City,3536,3,5,3,27,8,8,Semi-Furnished,Apartment,Y,168.62
Koramangala,4844,2,4,0,23,4,5,Semi-Furnished,Apartment,N,355.32
Marathahalli,2122,4,5,3,28,1,9,Semi-Furnished,Independent House,Y,90.31
JP Nagar,4587,2,1,3,17,3,3,Semi-Furnished,Apartment,Y,215.92
Sarjapur Road,4072,1,5,3,4,7,9,Fully-Furnished,Independent House,N,202.95
Electronic City,2193,5,2,3,19,4,7,Unfurnished,Independent House,N,101.03
Malleswaram,2194,4,3,2,29,7,7,Semi-Furnished,Apartment,N,103.11
Basavanagudi,1474,5,5,1,17,3,5,Fully-Furnished,Independent House,Y,109.14
Basavanagudi,1427,5,5,0,19,3,9,Fully-Furnished,Apartment,Y,79.72
Bellandur,1403,1,5,3,1,2,3,Fully-Furnished,Apartment,N,63.74
Jayanagar,4488,5,4,1,11,5,6,Unfurnished,Independent House,Y,460.84
Basavanagudi,1049,4,1,2,24,1,1,Unfurnished,Independent House,N,45.39
Yelahanka,1905,3,1,0,11,2,4,Unfurnished,Apartment,Y,125.66
Marathahalli,3933,1,2,0,5,1,1,Semi-Furnished,Apartment,N,165.46
Basavanagudi,2675,3,5,2,2,1,4,Fully-Furnished,Apartment,Y,125.86
Kengeri,1137,5,3,1,27,2,10,Unfurnished,Apartment,N,75.71
Malleswaram,3072,2,2,2,23,3,6,Unfurnished,Apartment,N,159.54
BTM Layout,1395,5,3,0,16,4,10,Unfurnished,Independent House,Y,89.32
JP Nagar,4026,3,3,2,12,1,1,Fully-Furnished,Independent House,N,320.56
Malleswaram,2155,5,5,0,8,4,7,Unfurnished,Apartment,Y,150.75
Kengeri,3235,2,5,3,25,3,3,Unfurnished,Independent House,Y,198.29
Malleshwaram,4350,4,4,1,28,4,7,Unfurnished,Apartment,N,362.39
JP Nagar,4736,1,2,0,14,1,2,Semi-Furnished,Independent House,N,341.34
BTM Layout,3662,5,4,0,10,1,4,Unfurnished,Independent House,Y,280.89
Electronic City,2665,3,3,0,12,3,3,Unfurnished,Apartment,Y,188.57
HSR Layout,3662,4,5,1,9,4,7,Semi-Furnished,Apartment,N,291.66
Hebbal,3119,4,5,1,17,1,1,Unfurnished,Apartment,Y,136.66
JP Nagar,3344,1,3,1,15,1,3,Unfurnished,Independent House,N,235.84
Kengeri,788,1,4,1,11,1,6,Fully-Furnished,Independent House,Y,62.89
Basavanagudi,1999,4,5,2,25,6,9,Semi-Furnished,Apartment,N,99.63
Sarjapur Road,3094,1,1,3,19,4,9,Unfurnished,Independent House,N,148.23
Kengeri,1285,3,2,3,3,7,8,Unfurnished,Apartment,Y,79.4
Malleswaram,3137,1,5,0,9,1,1,Semi-Furnished,Independent House,Y,155.7
HSR Layout,3298,3,4,3,21,1,4,Fully-Furnished,Apartment,Y,163.97
Rajajinagar,992,1,1,1,22,2,2,Fully-Furnished,Apartment,Y,74.36
Rajajinagar,2748,3,1,1,14,6,8,Semi-Furnished,Apartment,Y,211.93
Bellandur,3035,4,4,0,27,2,8,Fully-Furnished,Apartment,Y,133.37
BTM Layout,2280,1,1,1,18,2,4,Unfurnished,Apartment,N,102.56
BTM Layout,2641,4,3,3,25,1,1,Unfurnished,Apartment,Y,184.46
Marathahalli,3403,1,1,2,14,8,10,Semi-Furnished,Apartment,N,164.12
BTM Layout,4624,1,5,0,0,2,8,Fully-Furnished,Apartment,Y,296.76
Basavanagudi,4838,1,5,0,4,1,1,Unfurnished,Independent House,Y,251.07
Bellandur,2330,1,3,0,1,4,9,Fully-Furnished,Apartment,Y,130.79
Yelahanka,4300,3,5,2,11,3,3,Semi-Furnished,Apartment,N,325.19
Bannerghatta Road,4381,3,3,1,18,2,3,Semi-Furnished,Independent House,N,282.89
Kengeri,4378,5,1,3,2,5,8,Fully-Furnished,Independent House,N,255.49
JP Nagar,1375,5,3,1,2,3,7,Semi-Furnished,Apartment,Y,81.51
Electronic City,3800,1,4,1,18,9,9,Unfurnished,Apartment,N,197.0
Ulsoor,3168,3,5,0,3,3,3,Fully-Furnished,Independent House,Y,213.72
Malleshwaram,623,1,3,0,13,5,7,Fully-Furnished,Independent House,N,49.31
HSR Layout,4405,2,5,0,17,1,6,Fully-Furnished,Independent House,Y,269.25
Marathahalli,2341,2,3,3,8,1,7,Fully-Furnished,Apartment,N,137.4
Bellandur,1462,5,5,3,25,4,7,Semi-Furnished,Independent House,Y,82.95
Sarjapur Road,1048,5,2,0,6,1,2,Semi-Furnished,Independent House,N,52.09
BTM Layout,4132,2,2,3,4,4,8,Unfurnished,Independent House,N,232.85
Sarjapur Road,2447,2,5,3,2,1,1,Unfurnished,Independent House,N,119.91
Bannerghatta Road,874,5,2,3,15,2,3,Semi-Furnished,Independent House,Y,56.47
Ulsoor,3892,1,2,3,1,1,8,Unfurnished,Apartment,Y,300.07
HSR Layout,4453,2,3,2,22,4,5,Unfurnished,Independent House,N,231.57
Hebbal,4638,3,2,1,29,4,9,Semi-Furnished,Independent House,Y,241.55
Indiranagar,4706,2,3,0,13,2,5,Unfurnished,Apartment,N,379.68
Koramangala,1480,2,1,2,6,1,4,Unfurnished,Independent House,Y,138.92
Basavanagudi,4068,1,2,0,27,2,3,Semi-Furnished,Independent House,Y,285.65
Jayanagar,4755,2,4,2,29,3,3,Unfurnished,Apartment,N,402.15
Malleshwaram,2302,4,3,2,17,3,6,Unfurnished,Apartment,N,132.33
Electronic City,4041,5,3,0,0,2,2,Fully-Furnished,Independent House,N,169.92
Sarjapur Road,2957,2,5,0,29,5,6,Unfurnished,Apartment,Y,191.36
Malleswaram,1413,4,5,2,27,2,2,Fully-Furnished,Apartment,Y,59.57
Marathahalli,3113,1,2,2,0,3,7,Semi-Furnished,Apartment,Y,164.19
Sarjapur Road,2973,2,4,1,9,1,1,Unfurnished,Independent House,Y,137.35
Marathahalli,2015,2,4,0,23,3,3,Semi-Furnished,Apartment,N,85.57
Ulsoor,3783,5,2,0,30,3,4,Semi-Furnished,Independent House,Y,264.17
Malleshwaram,2587,1,1,0,23,3,3,Fully-Furnished,Apartment,N,253.74
Kengeri,3780,3,3,2,0,5,7,Semi-Furnished,Apartment,N,232.16
Bellandur,2079,3,5,3,12,1,3,Semi-Furnished,Apartment,N,130.07
Basavanagudi,1558,2,1,0,13,5,8,Fully-Furnished,Independent House,N,79.3
Indiranagar,1123,1,1,0,8,3,4,Fully-Furnished,Independent House,Y,74.88
Marathahalli,1376,1,5,1,25,3,3,Fully-Furnished,Apartment,Y,85.31
Hebbal,2562,3,2,3,28,2,4,Unfurnished,Independent House,Y,186.29
Yelahanka,3720,2,1,0,28,2,4,Unfurnished,Independent House,N,282.5
HSR Layout,4484,1,1,1,14,1,7,Semi-Furnished,Independent House,Y,247.61
Basavanagudi,1238,3,2,1,30,1,8,Fully-Furnished,Independent House,Y,67.02
Whitefield,1068,4,1,2,12,5,10,Unfurnished,Apartment,N,44.01
Bellandur,4727,2,3,3,21,2,2,Semi-Furnished,Independent House,N,267.57
Bannerghatta Road,2218,3,3,1,8,2,2,Semi-Furnished,Apartment,N,162.61
Bellandur,4153,1,3,3,17,2,8,Semi-Furnished,Apartment,Y,314.25
JP Nagar,3119,2,2,2,17,2,3,Unfurnished,Independent House,N,227.69
Bellandur,4697,1,2,2,19,1,7,Semi-Furnished,Independent House,N,263.84
Kengeri,1209,3,5,0,18,2,4,Semi-Furnished,Independent House,N,62.76
Indiranagar,4717,5,2,0,3,1,10,Unfurnished,Apartment,N,266.82
Jayanagar,1812,2,3,0,16,4,10,Unfurnished,Independent House,Y,124.72
HSR Layout,2191,4,1,1,21,3,9,Semi-Furnished,Apartment,N,126.94
Koramangala,2700,1,2,1,13,2,2,Fully-Furnished,Apartment,Y,229.79
Koramangala,2716,1,3,1,22,1,6,Unfurnished,Independent House,Y,280.93
Bannerghatta Road,2199,4,2,1,13,1,4,Semi-Furnished,Independent House,N,91.15
Basavanagudi,2428,5,1,0,14,1,1,Semi-Furnished,Apartment,N,189.26
Bellandur,3189,1,5,0,18,5,5,Semi-Furnished,Apartment,Y,158.43
Hebbal,2498,5,3,1,24,2,2,Fully-Furnished,Independent House,N,118.67
Bellandur,4486,2,2,0,12,6,7,Unfurnished,Independent House,Y,315.18
Hebbal,1867,5,4,1,12,2,4,Fully-Furnished,Apartment,N,124.58
Whitefield,3617,3,5,1,11,1,6,Semi-Furnished,Apartment,N,280.22
Malleshwaram,1915,1,3,0,20,6,7,Semi-Furnished,Apartment,Y,109.18
Hebbal,2319,2,3,1,17,2,2,Unfurnished,Apartment,Y,121.04
Sarjapur Road,2537,4,2,1,5,1,1,Fully-Furnished,Independent House,Y,130.4
Kengeri,3337,1,4,1,16,1,2,Semi-Furnished,Independent House,N,200.51
Yelahanka,4900,3,5,3,5,5,6,Semi-Furnished,Independent House,N,287.54
Bellandur,3873,4,4,2,24,10,10,Fully-Furnished,Independent House,N,212.31
BTM Layout,3741,2,1,3,5,2,6,Fully-Furnished,Independent House,N,256.96
Bannerghatta Road,4116,2,4,2,8,2,9,Unfurnished,Independent House,Y,274.46
Marathahalli,3201,3,3,3,16,6,8,Semi-Furnished,Apartment,N,165.78
Electronic City,4114,1,5,1,25,5,5,Fully-Furnished,Independent House,N,321.47
JP Nagar,1796,4,2,2,25,3,9,Semi-Furnished,Independent House,N,87.95
Jayanagar,4775,2,3,0,27,3,3,Fully-Furnished,Independent House,Y,394.7
Koramangala,2825,2,2,3,0,3,8,Semi-Furnished,Independent House,Y,151.29
Marathahalli,1183,5,4,0,11,6,9,Unfurnished,Independent House,N,89.55
Rajajinagar,4232,3,3,3,27,1,6,Fully-Furnished,Apartment,Y,295.54
Indiranagar,1415,1,1,1,27,5,7,Unfurnished,Independent House,Y,135.35
Whitefield,671,4,5,0,30,3,10,Fully-Furnished,Apartment,N,53.35
Jayanagar,2631,5,3,3,3,5,8,Semi-Furnished,Independent House,N,201.42
Marathahalli,2591,5,4,1,19,6,10,Fully-Furnished,Apartment,N,117.86
Bannerghatta Road,814,1,4,2,2,5,6,Semi-Furnished,Independent House,N,49.25
Hebbal,3992,2,5,3,23,1,3,Semi-Furnished,Independent House,Y,277.39
Yelahanka,4744,1,1,3,9,1,4,Fully-Furnished,Independent House,N,314.65
BTM Layout,4168,5,3,0,6,1,4,Semi-Furnished,Independent House,N,244.77
Whitefield,3529,2,1,3,0,1,1,Fully-Furnished,Apartment,Y,266.79
Marathahalli,3418,3,3,1,15,2,2,Unfurnished,Apartment,Y,228.37
Indiranagar,3096,1,3,3,14,7,10,Unfurnished,Independent House,Y,288.34
JP Nagar,2662,4,3,1,29,9,9,Unfurnished,Apartment,Y,186.82
Bellandur,2710,1,2,1,24,1,5,Unfurnished,Apartment,N,205.42
Basavanagudi,1786,1,1,3,16,1,2,Fully-Furnished,Apartment,N,119.31
Kengeri,4401,2,4,2,5,1,2,Unfurnished,Independent House,N,296.34
JP Nagar,3340,5,1,3,29,2,4,Semi-Furnished,Apartment,N,142.48
Jayanagar,3020,4,4,2,2,10,10,Semi-Furnished,Independent House,Y,278.73
Bellandur,4655,1,2,1,1,6,9,Semi-Furnished,Apartment,N,298.64
Rajajinagar,3918,1,4,1,25,1,2,Semi-Furnished,Independent House,N,208.02
Kengeri,4086,3,3,2,29,3,4,Unfurnished,Apartment,N,239.32
Bannerghatta Road,1467,4,1,2,11,2,3,Fully-Furnished,Apartment,N,68.31
Whitefield,2986,2,1,1,5,1,6,Fully-Furnished,Independent House,N,162.23
Marathahalli,2762,1,5,0,5,8,8,Fully-Furnished,Apartment,N,167.82
BTM Layout,2187,1,3,1,28,2,10,Fully-Furnished,Apartment,Y,116.16
Indiranagar,2972,4,2,2,9,2,4,Semi-Furnished,Independent House,Y,253.45
Indiranagar,1186,2,1,3,19,8,9,Semi-Furnished,Independent House,N,74.74
BTM Layout,3051,1,4,0,5,1,5,Semi-Furnished,Independent House,Y,128.35
Indiranagar,4189,3,3,0,27,4,8,Semi-Furnished,Apartment,Y,239.74
Whitefield,4444,5,5,1,12,1,9,Fully-Furnished,Apartment,N,271.59
Sarjapur Road,967,4,4,1,13,4,6,Unfurnished,Independent House,Y,63.12
Kengeri,2179,5,2,0,15,4,9,Fully-Furnished,Apartment,Y,162.39
Hebbal,878,3,5,0,19,5,10,Unfurnished,Independent House,N,58.14
Malleshwaram,933,4,3,2,9,9,10,Semi-Furnished,Independent House,N,87.27
Sarjapur Road,664,5,2,2,1,1,3,Semi-Furnished,Independent House,Y,34.44
Yelahanka,3637,4,3,2,27,1,4,Semi-Furnished,Apartment,Y,155.9
Yelahanka,1292,4,4,2,20,4,9,Fully-Furnished,Independent House,N,89.67
Bellandur,3650,3,3,0,26,1,2,Unfurnished,Apartment,N,163.04
Sarjapur Road,2602,4,5,3,8,6,8,Unfurnished,Apartment,Y,176.92
Ulsoor,1522,5,2,1,29,4,5,Unfurnished,Apartment,Y,115.37
Koramangala,3356,2,2,0,28,1,3,Unfurnished,Apartment,N,239.58
Kengeri,1956,2,4,0,10,7,10,Semi-Furnished,Apartment,N,145.57
Whitefield,3486,1,2,3,13,5,6,Semi-Furnished,Independent House,N,262.37
Ulsoor,918,1,5,1,7,5,9,Semi-Furnished,Independent House,Y,66.99
Ulsoor,2184,3,1,0,22,1,2,Fully-Furnished,Apartment,N,143.62
Rajajinagar,3719,5,4,2,20,4,5,Semi-Furnished,Apartment,N,171.75
Malleswaram,1972,2,4,3,0,5,9,Fully-Furnished,Independent House,Y,109.46
Sarjapur Road,1191,2,5,1,15,7,7,Semi-Furnished,Apartment,N,65.35
Marathahalli,4909,3,4,1,7,6,9,Semi-Furnished,Independent House,Y,278.76
Jayanagar,3598,5,5,1,30,4,5,Fully-Furnished,Independent House,Y,222.19
Ulsoor,4857,4,3,2,26,4,4,Unfurnished,Apartment,Y,206.59
Jayanagar,1107,5,1,3,29,3,6,Fully-Furnished,Independent House,N,107.17
Hebbal,1699,3,2,1,7,1,7,Unfurnished,Apartment,N,90.21
Bannerghatta Road,2028,2,3,2,4,2,10,Semi-Furnished,Apartment,Y,129.8
BTM Layout,1107,1,5,3,4,1,2,Fully-Furnished,Independent House,Y,47.99
Bannerghatta Road,2101,2,3,1,22,10,10,Fully-Furnished,Apartment,N,153.08
Bannerghatta Road,1855,3,4,3,16,7,9,Fully-Furnished,Apartment,N,103.99
Marathahalli,953,5,4,1,1,1,1,Semi-Furnished,Apartment,N,41.6
Hebbal,4486,5,2,1,16,5,5,Unfurnished,Independent House,Y,342.22
Malleswaram,1953,1,4,2,8,5,6,Fully-Furnished,Independent House,N,124.54
Yelahanka,3425,2,5,0,2,2,2,Semi-Furnished,Apartment,N,180.08
Kengeri,833,2,5,0,12,5,6,Unfurnished,Independent House,N,37.98
JP Nagar,1915,3,5,1,13,1,3,Unfurnished,Independent House,Y,142.09
Hebbal,4054,2,2,1,17,4,10,Fully-Furnished,Independent House,N,294.92
Marathahalli,3754,3,2,1,3,1,10,Semi-Furnished,Independent House,N,287.0
Koramangala,3675,5,4,3,13,3,10,Fully-Furnished,Independent House,Y,239.19
Bannerghatta Road,3898,3,1,0,26,4,9,Unfurnished,Apartment,N,157.13
Electronic City,4488,5,3,1,12,2,9,Unfurnished,Independent House,N,199.1
JP Nagar,1030,4,2,3,28,2,4,Fully-Furnished,Apartment,Y,60.06
Rajajinagar,743,2,5,2,13,6,6,Semi-Furnished,Independent House,N,34.82
Bellandur,3707,1,5,0,21,1,1,Unfurnished,Apartment,N,281.22
Marathahalli,4337,3,3,0,26,2,2,Unfurnished,Apartment,Y,233.9
Yelahanka,1237,1,3,3,28,2,2,Unfurnished,Apartment,N,83.44
Bellandur,2994,1,2,1,1,2,5,Fully-Furnished,Independent House,N,190.73
Indiranagar,2045,3,3,1,21,6,6,Unfurnished,Apartment,Y,172.75
HSR Layout,4716,5,2,1,10,8,10,Semi-Furnished,Independent House,N,232.85
Rajajinagar,3744,1,4,3,26,4,8,Fully-Furnished,Independent House,Y,170.37
Marathahalli,1306,2,2,2,21,6,9,Unfurnished,Independent House,Y,92.92
Yelahanka,4854,4,5,3,12,1,2,Fully-Furnished,Independent House,Y,304.02
Ulsoor,1240,1,3,0,23,4,4,Semi-Furnished,Apartment,Y,98.46
Bellandur,4628,1,2,1,29,3,5,Unfurnished,Independent House,Y,254.26
Hebbal,1292,4,4,1,30,5,9,Unfurnished,Independent House,Y,100.41
Basavanagudi,3583,4,3,1,12,1,4,Unfurnished,Independent House,Y,228.69
Jayanagar,4689,2,1,1,19,1,8,Semi-Furnished,Independent House,N,470.48
HSR Layout,1545,4,2,0,25,2,5,Semi-Furnished,Independent House,N,92.89
Rajajinagar,2700,2,3,2,22,2,3,Semi-Furnished,Apartment,N,212.09
Jayanagar,3015,4,4,3,1,4,4,Fully-Furnished,Independent House,N,213.2
Jayanagar,2777,5,1,1,0,6,8,Fully-Furnished,Apartment,N,251.58
Malleshwaram,3022,2,3,1,26,8,10,Unfurnished,Apartment,Y,268.06
Sarjapur Road,1383,3,5,1,13,2,3,Fully-Furnished,Apartment,Y,92.91
Yelahanka,2418,2,5,3,30,1,5,Semi-Furnished,Independent House,Y,182.28
Malleshwaram,3887,3,2,2,14,1,4,Semi-Furnished,Apartment,Y,380.76
HSR Layout,3459,4,1,3,25,3,5,Unfurnished,Apartment,Y,188.81
Malleshwaram,2453,3,4,1,30,1,2,Semi-Furnished,Apartment,N,184.1
Yelahanka,3738,1,5,1,10,1,1,Unfurnished,Apartment,N,215.76
Yelahanka,4620,3,1,0,4,4,7,Semi-Furnished,Independent House,N,280.46
Sarjapur Road,4470,2,3,3,28,2,7,Fully-Furnished,Independent House,N,186.99
BTM Layout,4689,2,4,0,27,2,5,Semi-Furnished,Apartment,N,244.33
Bellandur,1077,4,3,0,7,2,8,Unfurnished,Apartment,Y,69.41
Hebbal,4907,4,1,3,19,1,1,Semi-Furnished,Apartment,Y,278.95
Koramangala,3668,4,1,0,0,3,3,Unfurnished,Independent House,N,258.16
Basavanagudi,3494,4,4,1,0,3,4,Fully-Furnished,Independent House,N,189.12
Rajajinagar,879,1,5,3,26,3,10,Fully-Furnished,Apartment,Y,56.64
Sarjapur Road,4445,1,5,2,18,8,9,Unfurnished,Apartment,Y,228.28
Sarjapur Road,1451,2,3,1,16,1,6,Semi-Furnished,Independent House,Y,85.23
Hebbal,3316,3,1,1,29,8,8,Unfurnished,Independent House,N,151.31
Electronic City,4278,1,3,3,2,2,2,Semi-Furnished,Apartment,N,174.17
Indiranagar,2561,5,1,0,25,9,10,Unfurnished,Independent House,N,236.74
Bannerghatta Road,4366,1,3,1,21,1,1,Unfurnished,Apartment,N,344.21
HSR Layout,3381,2,5,0,16,7,10,Fully-Furnished,Independent House,Y,210.71
Basavanagudi,3784,4,1,3,16,4,5,Semi-Furnished,Apartment,Y,181.53
BTM Layout,4879,1,4,0,7,2,4,Fully-Furnished,Independent House,Y,367.92
Yelahanka,1806,4,1,0,20,2,2,Unfurnished,Apartment,Y,79.45
BTM Layout,4018,4,4,2,24,6,8,Unfurnished,Apartment,N,230.55
Bannerghatta Road,2794,3,2,0,17,3,9,Fully-Furnished,Apartment,Y,145.6
HSR Layout,1415,1,4,1,19,1,8,Fully-Furnished,Apartment,Y,85.92
Indiranagar,942,5,1,0,25,1,1,Fully-Furnished,Independent House,N,97.17
Electronic City,1804,5,5,0,25,1,1,Semi-Furnished,Apartment,Y,110.97
Bellandur,4550,4,5,1,2,4,8,Fully-Furnished,Apartment,N,254.4
BTM Layout,4269,3,5,1,3,3,5,Unfurnished,Independent House,Y,280.49
Yelahanka,1984,1,3,2,24,1,1,Semi-Furnished,Apartment,Y,134.73
Electronic City,3295,3,2,0,22,7,10,Unfurnished,Apartment,Y,141.54
Koramangala,4461,1,4,0,3,1,10,Unfurnished,Apartment,Y,340.59
Electronic City,2594,5,3,3,14,8,9,Unfurnished,Apartment,N,155.87
Malleshwaram,4986,4,5,3,10,1,6,Fully-Furnished,Apartment,N,430.52
Bannerghatta Road,4674,3,4,2,6,1,1,Unfurnished,Independent House,N,255.0
Malleshwaram,881,3,2,2,7,9,9,Unfurnished,Independent House,N,52.98
JP Nagar,1938,3,5,3,25,6,6,Semi-Furnished,Apartment,N,123.0
Yelahanka,735,1,3,0,20,1,1,Unfurnished,Independent House,N,32.25
Hebbal,3077,1,4,3,24,5,6,Fully-Furnished,Independent House,N,128.72
Kengeri,3738,1,1,2,29,1,10,Semi-Furnished,Independent House,N,216.65
Bellandur,2124,1,4,2,15,9,10,Fully-Furnished,Independent House,Y,153.17
Whitefield,601,2,3,0,14,2,7,Fully-Furnished,Apartment,Y,39.84
Kengeri,4567,2,2,1,20,1,2,Unfurnished,Independent House,Y,248.45
Malleswaram,4781,3,5,3,20,1,2,Semi-Furnished,Apartment,N,381.54
Indiranagar,3992,1,3,3,18,2,3,Unfurnished,Independent House,Y,402.3
Koramangala,4856,3,1,1,24,2,4,Fully-Furnished,Apartment,N,405.15
Malleswaram,3333,2,1,2,27,4,10,Semi-Furnished,Independent House,Y,255.52
BTM Layout,2529,3,4,1,13,1,5,Fully-Furnished,Apartment,Y,137.33
Basavanagudi,1607,3,2,0,10,4,7,Fully-Furnished,Independent House,N,116.7
Malleswaram,3324,3,4,3,28,2,3,Unfurnished,Independent House,Y,224.97
BTM Layout,3465,4,4,3,7,2,2,Fully-Furnished,Apartment,N,160.72
Yelahanka,1793,5,5,0,12,6,9,Fully-Furnished,Independent House,N,102.79
BTM Layout,1569,3,4,0,22,4,7,Fully-Furnished,Independent House,N,113.0
Indiranagar,646,2,2,2,1,1,1,Semi-Furnished,Independent House,N,56.1
HSR Layout,4464,4,3,2,28,1,2,Fully-Furnished,Apartment,Y,322.4
Yelahanka,804,5,2,0,14,1,10,Unfurnished,Apartment,N,49.37
Malleshwaram,4578,3,4,2,15,2,7,Semi-Furnished,Independent House,N,373.91
Indiranagar,1797,4,4,3,2,4,5,Unfurnished,Apartment,N,146.79
HSR Layout,2009,4,3,0,28,5,6,Semi-Furnished,Apartment,Y,135.69
Electronic City,1646,4,5,1,22,1,1,Fully-Furnished,Apartment,Y,119.59
Hebbal,3988,3,4,3,20,2,4,Fully-Furnished,Apartment,N,226.55
Basavanagudi,1007,5,2,3,14,2,2,Semi-Furnished,Apartment,N,66.98
BTM Layout,2169,1,4,1,25,1,3,Fully-Furnished,Apartment,Y,153.66
Bellandur,2855,2,4,3,26,1,9,Semi-Furnished,Independent House,Y,125.54
Marathahalli,1172,1,2,0,19,1,9,Unfurnished,Independent House,N,63.95
Malleswaram,2034,4,1,0,13,1,2,Semi-Furnished,Apartment,Y,143.06
Sarjapur Road,1764,4,2,0,8,2,4,Semi-Furnished,Independent House,Y,140.3
Rajajinagar,2729,3,2,1,0,1,1,Fully-Furnished,Apartment,N,126.31
Marathahalli,4210,5,1,2,7,1,2,Fully-Furnished,Independent House,N,233.65
HSR Layout,2157,1,1,2,5,4,6,Fully-Furnished,Independent House,N,114.37
Indiranagar,1587,1,4,2,7,9,9,Fully-Furnished,Apartment,Y,152.75
Electronic City,3795,4,2,1,24,2,10,Fully-Furnished,Apartment,N,157.08
Bannerghatta Road,4486,5,2,1,16,3,8,Unfurnished,Independent House,Y,348.83
JP Nagar,2008,5,2,3,0,1,1,Fully-Furnished,Apartment,Y,127.91
Ulsoor,4414,3,3,1,29,5,9,Fully-Furnished,Independent House,Y,240.47
HSR Layout,3077,2,5,3,13,6,10,Semi-Furnished,Independent House,N,220.32
Malleshwaram,2848,1,3,2,3,5,6,Unfurnished,Apartment,Y,264.85
Malleshwaram,2908,3,5,2,21,7,7,Unfurnished,Apartment,N,175.03
Basavanagudi,2736,3,1,2,15,4,6,Unfurnished,Apartment,Y,171.06
Malleshwaram,2265,4,5,3,21,3,3,Semi-Furnished,Apartment,Y,151.35
Bannerghatta Road,4571,1,4,2,12,2,10,Semi-Furnished,Independent House,Y,196.93
Malleswaram,2316,4,3,0,2,1,1,Unfurnished,Independent House,N,118.38
Sarjapur Road,2755,4,1,2,4,2,2,Unfurnished,Independent House,N,167.08
Whitefield,978,1,2,1,19,7,9,Fully-Furnished,Apartment,Y,53.51
Indiranagar,2712,3,4,2,1,1,1,Fully-Furnished,Independent House,Y,182.89
Whitefield,2532,3,1,2,30,6,9,Unfurnished,Independent House,Y,135.63
Bannerghatta Road,2617,3,1,0,7,3,3,Semi-Furnished,Independent House,Y,208.5
Bannerghatta Road,4055,5,5,3,3,3,5,Fully-Furnished,Independent House,Y,231.09
Indiranagar,2127,4,1,2,4,4,7,Unfurnished,Apartment,Y,192.94
Yelahanka,4299,4,4,0,10,10,10,Unfurnished,Apartment,Y,277.85
Whitefield,3715,2,3,0,19,4,5,Semi-Furnished,Independent House,Y,254.24
Jayanagar,4381,5,1,2,24,2,2,Unfurnished,Apartment,N,441.77
Koramangala,1512,3,1,0,14,8,9,Unfurnished,Apartment,N,114.79
Malleshwaram,4778,3,1,1,12,3,3,Fully-Furnished,Independent House,N,297.36
JP Nagar,2405,4,5,1,22,7,8,Semi-Furnished,Apartment,N,139.9
Malleshwaram,2608,2,1,0,2,3,5,Semi-Furnished,Independent House,N,197.41
Koramangala,1466,1,2,3,18,2,5,Unfurnished,Independent House,Y,83.09
Basavanagudi,2235,3,4,3,26,7,7,Unfurnished,Apartment,N,145.34
Electronic City,3199,3,4,0,20,2,10,Semi-Furnished,Apartment,Y,197.39
Marathahalli,3430,1,5,2,18,1,1,Fully-Furnished,Independent House,N,268.04
Bellandur,1498,4,4,1,2,10,10,Semi-Furnished,Independent House,Y,98.57
Basavanagudi,1712,1,5,1,26,6,10,Unfurnished,Apartment,N,90.11
Kengeri,1391,5,1,3,24,6,7,Fully-Furnished,Apartment,N,103.05
BTM Layout,1204,4,3,3,10,1,2,Fully-Furnished,Independent House,Y,52.72
Hebbal,4587,5,2,2,19,2,4,Unfurnished,Independent House,N,239.37
Koramangala,4342,3,5,1,30,3,4,Semi-Furnished,Apartment,N,398.4
Koramangala,2929,4,4,3,4,4,4,Unfurnished,Apartment,N,280.36
Sarjapur Road,4315,5,5,1,7,3,4,Unfurnished,Independent House,N,331.06
Bannerghatta Road,2252,5,3,3,8,1,2,Unfurnished,Apartment,Y,104.41
Basavanagudi,3603,3,2,1,21,1,7,Fully-Furnished,Apartment,Y,147.23
Hebbal,2564,4,4,1,21,4,10,Semi-Furnished,Independent House,N,165.56
Yelahanka,2774,2,1,3,30,1,5,Semi-Furnished,Independent House,N,173.66
Indiranagar,648,1,3,2,27,1,5,Unfurnished,Apartment,Y,37.87
Koramangala,4385,2,3,2,23,4,5,Unfurnished,Independent House,Y,342.17
Malleswaram,1286,5,2,1,18,6,7,Unfurnished,Independent House,Y,58.3
